Store,StoreLevel
1,10.211901866614177
2,10.248477013336265
3,10.576406608456718
4,10.924682625831633
5,10.181392295691605
6,10.350541650441755
7,10.830715714706674
8,10.35460747908734
9,10.525486013429486
10,10.377220730379307
11,10.733929976433737
12,10.673840892585362
13,10.235695693687372
14,10.357160763687487
15,10.550874440223605
16,10.684941578242313
17,10.483547019754381
18,10.531378087838906
19,10.510499787134542
20,10.690636625106963
21,10.324941747843807
22,10.14577541818959
23,10.347454436319131
24,10.884175624668687
25,11.033510072862326
26,10.538300162178018
27,10.88571936385961
28,10.296644754562653
29,10.633871135077388
30,10.299412803809878
31,10.422653081123004
32,10.037773532482698
33,10.784416281461445
34,10.74232972620657
35,10.908371009460781
36,10.88695675927973
37,10.606592829582567
38,10.428774427167438
39,10.20759493584765
40,10.231930112163992
41,10.310870894501614
42,10.96698879956695
43,10.564129828178292
44,10.350445125953865
45,10.321964566125787
46,10.30627143425732
47,10.6194290470178
48,10.026366209687572
49,10.631440745106774
50,10.087060227886422
51,10.542706951687764
52,10.636271856314066
53,10.311973466068851
54,10.720997361512822
55,10.156678744828502
56,10.638852009432377
57,10.98185054608464
58,10.48079597437187
59,10.35516758248255
60,10.72001959546781
61,10.192596895321214
62,10.523169006298671
63,10.585490130884917
64,10.980656315764891
65,10.272743747222403
66,10.46074922126408
67,10.696853109438292
68,10.677382244471186
69,10.894981506866488
70,10.536426359239007
71,10.845024050748357
72,10.1097332358365
73,10.174761596582124
74,10.475035541247204
75,10.453590017705881
76,10.841677232993902
77,10.676702314360632
78,9.956233731963087
79,10.339702213661447
80,10.678239639353256
81,10.592526659683015
82,10.839338519832706
83,10.008818790335354
84,11.210893126062071
85,10.832164937044595
86,10.185528027443693
87,10.42689138766122
88,10.434208023373111
89,10.434663241270984
90,10.777208319583096
91,10.347581077340894
92,10.424396513286574
93,10.430960560506216
94,10.604224935302613
95,10.67423698002019
96,10.274856325318423
97,10.546414275867258
98,10.275049829514963
99,10.268177220850482
100,10.71319275555253
101,10.663445766023797
102,10.582536960911968
103,10.197243559614462
104,10.980665778749767
105,10.103734138112692
106,10.812452520594766
107,10.654626197847792
108,11.044328111215819
109,10.523421935424182
110,10.164967059227324
111,10.560128025442687
112,10.494104305282121
113,10.614291742837526
114,10.329378276123084
115,10.641722976677192
116,10.645560983490578
117,10.006785815019285
118,10.692718233791105
119,10.448748368527848
120,10.611257291057406
121,10.14156487295115
122,10.626821980892869
123,10.753216436033014
124,10.14074589193794
125,11.128103478185109
126,10.49712419307417
127,10.287693455123335
128,10.647555033823968
129,10.864152282923785
130,10.291939560901401
131,10.307415792451403
132,10.473081385802043
133,10.50768986722246
134,10.216891578558528
135,10.434763302502468
136,10.32206555229919
137,10.760645975773357
138,10.632344797398048
139,10.508275022097997
140,10.663384066892943
141,10.351757553036919
142,10.181939734407019
143,10.47995943310236
144,10.691490531554143
145,10.740383278563819
146,10.699345295998988
147,10.752939904291585
148,10.816934188191443
149,10.354329714237966
150,10.779743130042926
151,10.556112599012382
152,10.34968356378609
153,10.584727911792612
154,10.815113451297611
155,10.572297498987778
156,10.574103742347685
157,10.922537063356232
158,10.751821626200886
159,10.683135003829955
160,10.393859737394187
161,10.634650663405601
162,10.692483084024799
163,10.64332489191413
164,10.459882178424799
165,10.030005924623435
166,10.405955103292277
167,10.866208373934299
168,10.657554324521636
169,10.600483533933875
170,10.256225705545779
171,10.774332820577454
172,10.587081646323659
173,10.762625228330519
174,10.429288543148783
175,10.4115495753809
176,10.30671136496276
177,10.031533390306167
178,10.952887293150383
179,10.62775856373692
180,10.633145639926441
181,10.484320548158156
182,10.313414706723185
183,10.20357796157443
184,10.530998951309678
185,10.619550472343324
186,9.967191659821802
187,10.492857339502368
188,10.238647526182524
189,10.819489413780534
190,10.617226496166117
191,10.570525812227146
192,10.803809138840972
193,10.31092824673402
194,10.221772818871349
195,11.018452797877169
196,10.304407410656527
197,10.572796141738309
198,9.665555239807585
199,10.715524372989703
200,10.700281793396238
201,10.306727263677127
202,10.452393249478531
203,10.561241676136492
204,10.35030121382009
205,10.527043218479657
206,10.612150968589713
207,11.062311769209506
208,9.731486932929931
209,10.490716648218001
210,9.801037088622534
211,11.218205795608743
212,10.216884079394234
213,10.73568835440701
214,10.881638260319242
215,10.46903834749482
216,10.617965607997755
217,10.207366821415187
218,10.255870278378472
219,9.79454959405331
220,10.232659438443521
221,10.41300051466577
222,10.258200164905912
223,10.624317051485718
224,10.528857132712465
225,10.2944360842434
226,10.631858730243698
227,10.429941929802352
